GAME_ID,Date,Start (ET),Visitor/Neutral,Visitor_PTS,Home/Neutral,Home_PTS,Notes
1,"Tue, Oct 25, 2016",7:30 PM,New York Knicks,88,Cleveland Cavaliers,117,
2,"Tue, Oct 25, 2016",10:30 PM,San Antonio Spurs,129,Golden State Warriors,100,
3,"Tue, Oct 25, 2016",10:00 PM,Utah Jazz,104,Portland Trail Blazers,113,
4,"Wed, Oct 26, 2016",7:30 PM,Brooklyn Nets,117,Boston Celtics,122,
5,"Wed, Oct 26, 2016",7:00 PM,Dallas Mavericks,121,Indiana Pacers,130,OT
6,"Wed, Oct 26, 2016",10:30 PM,Houston Rockets,114,Los Angeles Lakers,120,
7,"Wed, Oct 26, 2016",8:00 PM,Minnesota Timberwolves,98,Memphis Grizzlies,102,
8,"Wed, Oct 26, 2016",8:00 PM,Charlotte Hornets,107,Milwaukee Bucks,96,
9,"Wed, Oct 26, 2016",8:00 PM,Denver Nuggets,107,New Orleans Pelicans,102,
10,"Wed, Oct 26, 2016",7:00 PM,Miami Heat,108,Orlando Magic,96,
11,"Wed, Oct 26, 2016",8:00 PM,Oklahoma City Thunder,103,Philadelphia 76ers,97,
12,"Wed, Oct 26, 2016",10:00 PM,Sacramento Kings,113,Phoenix Suns,94,
13,"Wed, Oct 26, 2016",7:30 PM,Detroit Pistons,91,Toronto Raptors,109,
14,"Thu, Oct 27, 2016",7:30 PM,Washington Wizards,99,Atlanta Hawks,114,
15,"Thu, Oct 27, 2016",8:00 PM,Boston Celtics,99,Chicago Bulls,105,
16,"Thu, Oct 27, 2016",10:30 PM,Los Angeles Clippers,114,Portland Trail Blazers,106,
17,"Thu, Oct 27, 2016",10:30 PM,San Antonio Spurs,102,Sacramento Kings,94,
18,"Fri, Oct 28, 2016",7:30 PM,Indiana Pacers,94,Brooklyn Nets,103,
19,"Fri, Oct 28, 2016",8:30 PM,Houston Rockets,106,Dallas Mavericks,98,
20,"Fri, Oct 28, 2016",7:30 PM,Orlando Magic,82,Detroit Pistons,108,
21,"Fri, Oct 28, 2016",8:00 PM,Charlotte Hornets,97,Miami Heat,91,
22,"Fri, Oct 28, 2016",9:30 PM,Golden State Warriors,122,New Orleans Pelicans,114,
23,"Fri, Oct 28, 2016",8:00 PM,Phoenix Suns,110,Oklahoma City Thunder,113,OT
24,"Fri, Oct 28, 2016",7:00 PM,Cleveland Cavaliers,94,Toronto Raptors,91,
25,"Fri, Oct 28, 2016",9:00 PM,Los Angeles Lakers,89,Utah Jazz,96,
26,"Sat, Oct 29, 2016",8:00 PM,Indiana Pacers,101,Chicago Bulls,118,
27,"Sat, Oct 29, 2016",7:00 PM,Boston Celtics,104,Charlotte Hornets,98,
28,"Sat, Oct 29, 2016",7:30 PM,Orlando Magic,99,Cleveland Cavaliers,105,
29,"Sat, Oct 29, 2016",9:00 PM,Portland Trail Blazers,115,Denver Nuggets,113,OT
30,"Sat, Oct 29, 2016",8:00 PM,Brooklyn Nets,108,Milwaukee Bucks,110,
31,"Sat, Oct 29, 2016",7:30 PM,Memphis Grizzlies,104,New York Knicks,111,
32,"Sat, Oct 29, 2016",12:30 PM,Atlanta Hawks,104,Philadelphia 76ers,72,
33,"Sat, Oct 29, 2016",10:30 PM,Minnesota Timberwolves,103,Sacramento Kings,106,
34,"Sat, Oct 29, 2016",8:00 PM,New Orleans Pelicans,79,San Antonio Spurs,98,
35,"Sun, Oct 30, 2016",6:00 PM,Milwaukee Bucks,83,Detroit Pistons,98,
36,"Sun, Oct 30, 2016",8:00 PM,Dallas Mavericks,92,Houston Rockets,93,
37,"Sun, Oct 30, 2016",4:30 PM,Utah Jazz,75,Los Angeles Clippers,88,
38,"Sun, Oct 30, 2016",8:00 PM,Washington Wizards,103,Memphis Grizzlies,112,OT
39,"Sun, Oct 30, 2016",6:00 PM,San Antonio Spurs,106,Miami Heat,99,
40,"Sun, Oct 30, 2016",7:00 PM,Los Angeles Lakers,96,Oklahoma City Thunder,113,
41,"Sun, Oct 30, 2016",6:00 PM,Golden State Warriors,106,Phoenix Suns,100,
42,"Mon, Oct 31, 2016",7:30 PM,Sacramento Kings,95,Atlanta Hawks,106,
43,"Mon, Oct 31, 2016",7:30 PM,Chicago Bulls,118,Brooklyn Nets,88,
44,"Mon, Oct 31, 2016",10:30 PM,Phoenix Suns,98,Los Angeles Clippers,116,
45,"Mon, Oct 31, 2016",7:30 PM,Denver Nuggets,102,Toronto Raptors,105,
46,"Tue, Nov 1, 2016",6:00 PM,Houston Rockets,120,Cleveland Cavaliers,128,
47,"Tue, Nov 1, 2016",7:30 PM,New York Knicks,89,Detroit Pistons,102,
48,"Tue, Nov 1, 2016",7:00 PM,Los Angeles Lakers,108,Indiana Pacers,115,
49,"Tue, Nov 1, 2016",7:30 PM,Sacramento Kings,96,Miami Heat,108,OT
50,"Tue, Nov 1, 2016",8:00 PM,Memphis Grizzlies,80,Minnesota Timberwolves,116,
51,"Tue, Nov 1, 2016",8:00 PM,Milwaukee Bucks,117,New Orleans Pelicans,113,
52,"Tue, Nov 1, 2016",7:00 PM,Orlando Magic,103,Philadelphia 76ers,101,
53,"Tue, Nov 1, 2016",10:00 PM,Golden State Warriors,127,Portland Trail Blazers,104,
54,"Tue, Nov 1, 2016",8:30 PM,Utah Jazz,106,San Antonio Spurs,91,
55,"Wed, Nov 2, 2016",7:30 PM,Los Angeles Lakers,123,Atlanta Hawks,116,
56,"Wed, Nov 2, 2016",8:00 PM,Chicago Bulls,100,Boston Celtics,107,
57,"Wed, Nov 2, 2016",7:30 PM,Detroit Pistons,101,Brooklyn Nets,109,
58,"Wed, Nov 2, 2016",7:00 PM,Philadelphia 76ers,93,Charlotte Hornets,109,
59,"Wed, Nov 2, 2016",10:30 PM,Oklahoma City Thunder,85,Los Angeles Clippers,83,
60,"Wed, Nov 2, 2016",8:00 PM,New Orleans Pelicans,83,Memphis Grizzlies,89,OT
61,"Wed, Nov 2, 2016",7:30 PM,Houston Rockets,118,New York Knicks,99,
62,"Wed, Nov 2, 2016",10:00 PM,Portland Trail Blazers,115,Phoenix Suns,118,OT
63,"Wed, Nov 2, 2016",9:00 PM,Dallas Mavericks,81,Utah Jazz,97,
64,"Wed, Nov 2, 2016",7:00 PM,Toronto Raptors,113,Washington Wizards,103,
65,"Thu, Nov 3, 2016",8:00 PM,Boston Celtics,122,Cleveland Cavaliers,128,
66,"Thu, Nov 3, 2016",10:30 PM,Oklahoma City Thunder,96,Golden State Warriors,122,
67,"Thu, Nov 3, 2016",8:00 PM,Indiana Pacers,107,Milwaukee Bucks,125,
68,"Thu, Nov 3, 2016",8:00 PM,Denver Nuggets,102,Minnesota Timberwolves,99,
69,"Thu, Nov 3, 2016",7:00 PM,Sacramento Kings,94,Orlando Magic,102,
70,"Fri, Nov 4, 2016",7:30 PM,Charlotte Hornets,99,Brooklyn Nets,95,
71,"Fri, Nov 4, 2016",8:00 PM,New York Knicks,117,Chicago Bulls,104,
72,"Fri, Nov 4, 2016",8:30 PM,Portland Trail Blazers,105,Dallas Mavericks,95,
73,"Fri, Nov 4, 2016",10:30 PM,Golden State Warriors,97,Los Angeles Lakers,117,
74,"Fri, Nov 4, 2016",8:00 PM,Los Angeles Clippers,99,Memphis Grizzlies,88,
75,"Fri, Nov 4, 2016",8:00 PM,Phoenix Suns,112,New Orleans Pelicans,111,OT
76,"Fri, Nov 4, 2016",7:30 PM,Miami Heat,87,Toronto Raptors,96,
77,"Fri, Nov 4, 2016",9:00 PM,San Antonio Spurs,100,Utah Jazz,86,
78,"Fri, Nov 4, 2016",7:00 PM,Atlanta Hawks,92,Washington Wizards,95,
79,"Sat, Nov 5, 2016",7:30 PM,Houston Rockets,97,Atlanta Hawks,112,
80,"Sat, Nov 5, 2016",7:00 PM,Denver Nuggets,86,Detroit Pistons,103,
81,"Sat, Nov 5, 2016",7:00 PM,Chicago Bulls,94,Indiana Pacers,111,
82,"Sat, Nov 5, 2016",8:00 PM,Sacramento Kings,91,Milwaukee Bucks,117,
83,"Sat, Nov 5, 2016",6:00 PM,Minnesota Timberwolves,92,Oklahoma City Thunder,112,
84,"Sat, Nov 5, 2016",7:00 PM,Washington Wizards,86,Orlando Magic,88,
85,"Sat, Nov 5, 2016",7:00 PM,Cleveland Cavaliers,102,Philadelphia 76ers,101,
86,"Sat, Nov 5, 2016",8:30 PM,Los Angeles Clippers,116,San Antonio Spurs,92,
87,"Sun, Nov 6, 2016",7:30 PM,Denver Nuggets,123,Boston Celtics,107,
88,"Sun, Nov 6, 2016",7:00 PM,Milwaukee Bucks,75,Dallas Mavericks,86,OT
89,"Sun, Nov 6, 2016",9:30 PM,Phoenix Suns,108,Los Angeles Lakers,119,
90,"Sun, Nov 6, 2016",3:30 PM,Portland Trail Blazers,100,Memphis Grizzlies,94,
91,"Sun, Nov 6, 2016",12:00 PM,Utah Jazz,114,New York Knicks,109,
92,"Sun, Nov 6, 2016",6:00 PM,Sacramento Kings,96,Toronto Raptors,91,
93,"Mon, Nov 7, 2016",8:00 PM,Orlando Magic,80,Chicago Bulls,112,
94,"Mon, Nov 7, 2016",7:00 PM,Indiana Pacers,100,Charlotte Hornets,122,
95,"Mon, Nov 7, 2016",10:30 PM,New Orleans Pelicans,106,Golden State Warriors,116,
96,"Mon, Nov 7, 2016",10:30 PM,Detroit Pistons,82,Los Angeles Clippers,114,
97,"Mon, Nov 7, 2016",8:00 PM,Miami Heat,85,Oklahoma City Thunder,97,
98,"Mon, Nov 7, 2016",7:00 PM,Utah Jazz,109,Philadelphia 76ers,84,
99,"Mon, Nov 7, 2016",7:00 PM,Houston Rockets,114,Washington Wizards,106,
100,"Tue, Nov 8, 2016",7:30 PM,Minnesota Timberwolves,110,Brooklyn Nets,119,
101,"Tue, Nov 8, 2016",7:00 PM,Atlanta Hawks,110,Cleveland Cavaliers,106,
102,"Tue, Nov 8, 2016",10:30 PM,Dallas Mavericks,109,Los Angeles Lakers,97,
103,"Tue, Nov 8, 2016",8:00 PM,Denver Nuggets,107,Memphis Grizzlies,108,
104,"Tue, Nov 8, 2016",10:00 PM,Phoenix Suns,121,Portland Trail Blazers,124,
105,"Tue, Nov 8, 2016",10:30 PM,New Orleans Pelicans,94,Sacramento Kings,102,
106,"Wed, Nov 9, 2016",7:30 PM,Chicago Bulls,107,Atlanta Hawks,115,
107,"Wed, Nov 9, 2016",7:00 PM,Utah Jazz,98,Charlotte Hornets,104,
108,"Wed, Nov 9, 2016",10:30 PM,Dallas Mavericks,95,Golden State Warriors,116,
109,"Wed, Nov 9, 2016",7:00 PM,Philadelphia 76ers,115,Indiana Pacers,122,OT
110,"Wed, Nov 9, 2016",10:30 PM,Portland Trail Blazers,80,Los Angeles Clippers,111,
111,"Wed, Nov 9, 2016",7:00 PM,Brooklyn Nets,96,New York Knicks,110,
112,"Wed, Nov 9, 2016",8:00 PM,Toronto Raptors,112,Oklahoma City Thunder,102,
113,"Wed, Nov 9, 2016",7:00 PM,Minnesota Timberwolves,123,Orlando Magic,107,
114,"Wed, Nov 9, 2016",9:00 PM,Detroit Pistons,100,Phoenix Suns,107,
115,"Wed, Nov 9, 2016",9:30 PM,Houston Rockets,101,San Antonio Spurs,99,
116,"Wed, Nov 9, 2016",7:00 PM,Boston Celtics,93,Washington Wizards,118,
117,"Thu, Nov 10, 2016",9:00 PM,Golden State Warriors,125,Denver Nuggets,101,
118,"Thu, Nov 10, 2016",8:00 PM,Chicago Bulls,98,Miami Heat,95,
119,"Thu, Nov 10, 2016",8:00 PM,New Orleans Pelicans,112,Milwaukee Bucks,106,
120,"Thu, Nov 10, 2016",10:30 PM,Los Angeles Lakers,101,Sacramento Kings,91,
121,"Fri, Nov 11, 2016",7:30 PM,New York Knicks,87,Boston Celtics,115,
122,"Fri, Nov 11, 2016",7:00 PM,Toronto Raptors,113,Charlotte Hornets,111,
123,"Fri, Nov 11, 2016",8:00 PM,Los Angeles Clippers,110,Oklahoma City Thunder,108,
124,"Fri, Nov 11, 2016",7:00 PM,Utah Jazz,87,Orlando Magic,74,
125,"Fri, Nov 11, 2016",7:00 PM,Indiana Pacers,105,Philadelphia 76ers,109,OT
126,"Fri, Nov 11, 2016",10:00 PM,Sacramento Kings,120,Portland Trail Blazers,122,OT
127,"Fri, Nov 11, 2016",8:30 PM,Detroit Pistons,86,San Antonio Spurs,96,
128,"Fri, Nov 11, 2016",7:00 PM,Cleveland Cavaliers,105,Washington Wizards,94,
129,"Sat, Nov 12, 2016",7:30 PM,Philadelphia 76ers,96,Atlanta Hawks,117,
130,"Sat, Nov 12, 2016",8:00 PM,Washington Wizards,95,Chicago Bulls,106,
131,"Sat, Nov 12, 2016",9:00 PM,Detroit Pistons,106,Denver Nuggets,95,
132,"Sat, Nov 12, 2016",8:00 PM,San Antonio Spurs,106,Houston Rockets,100,
133,"Sat, Nov 12, 2016",7:00 PM,Boston Celtics,105,Indiana Pacers,99,
134,"Sat, Nov 12, 2016",8:00 PM,Utah Jazz,102,Miami Heat,91,
135,"Sat, Nov 12, 2016",8:30 PM,Memphis Grizzlies,96,Milwaukee Bucks,106,
136,"Sat, Nov 12, 2016",8:00 PM,Los Angeles Clippers,119,Minnesota Timberwolves,105,
137,"Sat, Nov 12, 2016",7:00 PM,Los Angeles Lakers,126,New Orleans Pelicans,99,
138,"Sat, Nov 12, 2016",9:00 PM,Brooklyn Nets,122,Phoenix Suns,104,
139,"Sat, Nov 12, 2016",7:30 PM,New York Knicks,107,Toronto Raptors,118,
140,"Sun, Nov 13, 2016",3:30 PM,Charlotte Hornets,93,Cleveland Cavaliers,100,
141,"Sun, Nov 13, 2016",8:00 PM,Phoenix Suns,120,Golden State Warriors,133,
142,"Sun, Nov 13, 2016",7:00 PM,Los Angeles Lakers,99,Minnesota Timberwolves,125,
143,"Sun, Nov 13, 2016",7:00 PM,Orlando Magic,119,Oklahoma City Thunder,117,
144,"Sun, Nov 13, 2016",9:00 PM,Denver Nuggets,105,Portland Trail Blazers,112,
145,"Mon, Nov 14, 2016",7:30 PM,Oklahoma City Thunder,88,Detroit Pistons,104,
146,"Mon, Nov 14, 2016",8:00 PM,Philadelphia 76ers,88,Houston Rockets,115,
147,"Mon, Nov 14, 2016",7:00 PM,Orlando Magic,69,Indiana Pacers,88,
148,"Mon, Nov 14, 2016",10:30 PM,Brooklyn Nets,95,Los Angeles Clippers,127,
149,"Mon, Nov 14, 2016",8:00 PM,Boston Celtics,105,New Orleans Pelicans,106,
150,"Mon, Nov 14, 2016",7:30 PM,Dallas Mavericks,77,New York Knicks,93,
151,"Mon, Nov 14, 2016",8:30 PM,Miami Heat,90,San Antonio Spurs,94,
152,"Mon, Nov 14, 2016",9:00 PM,Memphis Grizzlies,102,Utah Jazz,96,
153,"Tue, Nov 15, 2016",7:00 PM,Toronto Raptors,117,Cleveland Cavaliers,121,
154,"Tue, Nov 15, 2016",10:30 PM,Brooklyn Nets,118,Los Angeles Lakers,125,
155,"Tue, Nov 15, 2016",7:30 PM,Atlanta Hawks,93,Miami Heat,90,
156,"Tue, Nov 15, 2016",8:00 PM,Charlotte Hornets,115,Minnesota Timberwolves,108,
157,"Tue, Nov 15, 2016",10:00 PM,Chicago Bulls,113,Portland Trail Blazers,88,
158,"Wed, Nov 16, 2016",7:30 PM,Milwaukee Bucks,100,Atlanta Hawks,107,
159,"Wed, Nov 16, 2016",7:30 PM,Dallas Mavericks,83,Boston Celtics,90,
160,"Wed, Nov 16, 2016",9:00 PM,Phoenix Suns,104,Denver Nuggets,120,
161,"Wed, Nov 16, 2016",7:00 PM,Cleveland Cavaliers,93,Indiana Pacers,103,
162,"Wed, Nov 16, 2016",10:30 PM,Memphis Grizzlies,111,Los Angeles Clippers,107,
163,"Wed, Nov 16, 2016",7:30 PM,Detroit Pistons,102,New York Knicks,105,
164,"Wed, Nov 16, 2016",8:00 PM,Houston Rockets,103,Oklahoma City Thunder,105,
165,"Wed, Nov 16, 2016",7:00 PM,New Orleans Pelicans,82,Orlando Magic,89,
166,"Wed, Nov 16, 2016",7:00 PM,Washington Wizards,102,Philadelphia 76ers,109,
167,"Wed, Nov 16, 2016",10:30 PM,San Antonio Spurs,110,Sacramento Kings,105,
168,"Wed, Nov 16, 2016",8:00 PM,Golden State Warriors,127,Toronto Raptors,121,
169,"Thu, Nov 17, 2016",8:00 PM,Portland Trail Blazers,109,Houston Rockets,126,
170,"Thu, Nov 17, 2016",7:30 PM,Milwaukee Bucks,73,Miami Heat,96,
171,"Thu, Nov 17, 2016",8:00 PM,Philadelphia 76ers,86,Minnesota Timberwolves,110,
172,"Thu, Nov 17, 2016",10:30 PM,Chicago Bulls,85,Utah Jazz,77,
173,"Thu, Nov 17, 2016",7:00 PM,New York Knicks,112,Washington Wizards,119,
174,"Fri, Nov 18, 2016",8:00 PM,Golden State Warriors,104,Boston Celtics,88,
175,"Fri, Nov 18, 2016",7:00 PM,Atlanta Hawks,96,Charlotte Hornets,100,
176,"Fri, Nov 18, 2016",7:30 PM,Detroit Pistons,81,Cleveland Cavaliers,104,
177,"Fri, Nov 18, 2016",8:30 PM,Memphis Grizzlies,80,Dallas Mavericks,64,
178,"Fri, Nov 18, 2016",9:00 PM,Toronto Raptors,113,Denver Nuggets,111,OT
179,"Fri, Nov 18, 2016",7:00 PM,Phoenix Suns,116,Indiana Pacers,96,
180,"Fri, Nov 18, 2016",10:30 PM,San Antonio Spurs,116,Los Angeles Lakers,107,
181,"Fri, Nov 18, 2016",8:00 PM,Portland Trail Blazers,101,New Orleans Pelicans,113,
182,"Fri, Nov 18, 2016",8:00 PM,Brooklyn Nets,105,Oklahoma City Thunder,124,
183,"Fri, Nov 18, 2016",10:30 PM,Los Angeles Clippers,121,Sacramento Kings,115,
184,"Sat, Nov 19, 2016",7:00 PM,Boston Celtics,94,Detroit Pistons,92,
185,"Sat, Nov 19, 2016",5:00 PM,Utah Jazz,102,Houston Rockets,111,
186,"Sat, Nov 19, 2016",10:30 PM,Chicago Bulls,95,Los Angeles Clippers,102,
187,"Sat, Nov 19, 2016",8:00 PM,Minnesota Timberwolves,71,Memphis Grizzlies,93,
188,"Sat, Nov 19, 2016",8:30 PM,Golden State Warriors,124,Milwaukee Bucks,121,
189,"Sat, Nov 19, 2016",7:00 PM,Charlotte Hornets,116,New Orleans Pelicans,121,OT
190,"Sat, Nov 19, 2016",7:00 PM,Dallas Mavericks,87,Orlando Magic,95,
191,"Sat, Nov 19, 2016",7:30 PM,Phoenix Suns,105,Philadelphia 76ers,120,
192,"Sat, Nov 19, 2016",7:00 PM,Miami Heat,114,Washington Wizards,111,
193,"Sun, Nov 20, 2016",3:30 PM,Portland Trail Blazers,129,Brooklyn Nets,109,
194,"Sun, Nov 20, 2016",9:00 PM,Utah Jazz,91,Denver Nuggets,105,
195,"Sun, Nov 20, 2016",9:30 PM,Chicago Bulls,118,Los Angeles Lakers,110,
196,"Sun, Nov 20, 2016",12:00 PM,Atlanta Hawks,94,New York Knicks,104,
197,"Sun, Nov 20, 2016",7:00 PM,Indiana Pacers,115,Oklahoma City Thunder,111,OT
198,"Sun, Nov 20, 2016",9:00 PM,Toronto Raptors,99,Sacramento Kings,102,
199,"Mon, Nov 21, 2016",7:00 PM,Memphis Grizzlies,105,Charlotte Hornets,90,
200,"Mon, Nov 21, 2016",7:30 PM,Houston Rockets,99,Detroit Pistons,96,
201,"Mon, Nov 21, 2016",7:00 PM,Golden State Warriors,120,Indiana Pacers,83,
202,"Mon, Nov 21, 2016",10:30 PM,Toronto Raptors,115,Los Angeles Clippers,123,
203,"Mon, Nov 21, 2016",8:00 PM,Orlando Magic,89,Milwaukee Bucks,93,
204,"Mon, Nov 21, 2016",8:00 PM,Boston Celtics,99,Minnesota Timberwolves,93,
205,"Mon, Nov 21, 2016",7:00 PM,Miami Heat,94,Philadelphia 76ers,101,
206,"Mon, Nov 21, 2016",8:30 PM,Dallas Mavericks,91,San Antonio Spurs,96,
207,"Mon, Nov 21, 2016",7:00 PM,Phoenix Suns,101,Washington Wizards,106,
208,"Tue, Nov 22, 2016",7:30 PM,New Orleans Pelicans,112,Atlanta Hawks,94,
209,"Tue, Nov 22, 2016",9:00 PM,Chicago Bulls,107,Denver Nuggets,110,
210,"Tue, Nov 22, 2016",10:30 PM,Oklahoma City Thunder,109,Los Angeles Lakers,111,
211,"Tue, Nov 22, 2016",7:30 PM,Portland Trail Blazers,103,New York Knicks,107,
212,"Wed, Nov 23, 2016",7:30 PM,Boston Celtics,111,Brooklyn Nets,92,
213,"Wed, Nov 23, 2016",7:00 PM,San Antonio Spurs,119,Charlotte Hornets,114,
214,"Wed, Nov 23, 2016",7:00 PM,Portland Trail Blazers,125,Cleveland Cavaliers,137,
215,"Wed, Nov 23, 2016",8:30 PM,Los Angeles Clippers,124,Dallas Mavericks,104,
216,"Wed, Nov 23, 2016",7:30 PM,Miami Heat,84,Detroit Pistons,107,
217,"Wed, Nov 23, 2016",10:30 PM,Los Angeles Lakers,106,Golden State Warriors,149,
218,"Wed, Nov 23, 2016",8:00 PM,Toronto Raptors,115,Houston Rockets,102,
219,"Wed, Nov 23, 2016",7:00 PM,Atlanta Hawks,96,Indiana Pacers,85,
220,"Wed, Nov 23, 2016",9:30 PM,Minnesota Timberwolves,96,New Orleans Pelicans,117,
221,"Wed, Nov 23, 2016",7:00 PM,Phoenix Suns,92,Orlando Magic,87,
222,"Wed, Nov 23, 2016",7:00 PM,Memphis Grizzlies,104,Philadelphia 76ers,99,2OT
223,"Wed, Nov 23, 2016",10:30 PM,Oklahoma City Thunder,101,Sacramento Kings,116,
224,"Wed, Nov 23, 2016",9:00 PM,Denver Nuggets,83,Utah Jazz,108,
225,"Fri, Nov 25, 2016",1:00 PM,San Antonio Spurs,109,Boston Celtics,103,
226,"Fri, Nov 25, 2016",7:30 PM,Dallas Mavericks,90,Cleveland Cavaliers,128,
227,"Fri, Nov 25, 2016",9:00 PM,Oklahoma City Thunder,132,Denver Nuggets,129,OT
228,"Fri, Nov 25, 2016",7:30 PM,Los Angeles Clippers,97,Detroit Pistons,108,
229,"Fri, Nov 25, 2016",8:00 PM,Brooklyn Nets,97,Indiana Pacers,118,
230,"Fri, Nov 25, 2016",10:30 PM,Golden State Warriors,109,Los Angeles Lakers,85,
231,"Fri, Nov 25, 2016",8:00 PM,Miami Heat,90,Memphis Grizzlies,81,
232,"Fri, Nov 25, 2016",8:00 PM,Toronto Raptors,105,Milwaukee Bucks,99,
233,"Fri, Nov 25, 2016",7:30 PM,Charlotte Hornets,111,New York Knicks,113,OT
234,"Fri, Nov 25, 2016",7:00 PM,Washington Wizards,94,Orlando Magic,91,
235,"Fri, Nov 25, 2016",7:30 PM,Chicago Bulls,105,Philadelphia 76ers,89,
236,"Fri, Nov 25, 2016",9:00 PM,Minnesota Timberwolves,98,Phoenix Suns,85,
237,"Fri, Nov 25, 2016",10:00 PM,New Orleans Pelicans,104,Portland Trail Blazers,119,
238,"Fri, Nov 25, 2016",10:30 PM,Houston Rockets,117,Sacramento Kings,104,
239,"Fri, Nov 25, 2016",8:00 PM,Atlanta Hawks,68,Utah Jazz,95,
240,"Sat, Nov 26, 2016",7:00 PM,New York Knicks,102,Charlotte Hornets,107,
241,"Sat, Nov 26, 2016",10:30 PM,Minnesota Timberwolves,102,Golden State Warriors,115,
242,"Sat, Nov 26, 2016",8:00 PM,Memphis Grizzlies,110,Miami Heat,107,
243,"Sat, Nov 26, 2016",8:00 PM,Detroit Pistons,88,Oklahoma City Thunder,106,
244,"Sat, Nov 26, 2016",7:00 PM,San Antonio Spurs,112,Washington Wizards,100,
245,"Sun, Nov 27, 2016",6:00 PM,Sacramento Kings,122,Brooklyn Nets,105,
246,"Sun, Nov 27, 2016",7:00 PM,New Orleans Pelicans,81,Dallas Mavericks,91,
