GAME_ID,Date,Start (ET),Visitor/Neutral,Visitor_PTS,Home/Neutral,Home_PTS,Notes
247,"Sun, Nov 27, 2016",6:00 PM,Los Angeles Clippers,70,Indiana Pacers,91,
248,"Sun, Nov 27, 2016",9:30 PM,Atlanta Hawks,94,Los Angeles Lakers,109,
249,"Sun, Nov 27, 2016",6:00 PM,Milwaukee Bucks,104,Orlando Magic,96,
250,"Sun, Nov 27, 2016",1:00 PM,Cleveland Cavaliers,112,Philadelphia 76ers,108,
251,"Sun, Nov 27, 2016",3:30 PM,Denver Nuggets,120,Phoenix Suns,114,
252,"Sun, Nov 27, 2016",9:00 PM,Houston Rockets,130,Portland Trail Blazers,114,
253,"Mon, Nov 28, 2016",10:30 PM,Atlanta Hawks,100,Golden State Warriors,105,
254,"Mon, Nov 28, 2016",8:00 PM,Charlotte Hornets,104,Memphis Grizzlies,85,
255,"Mon, Nov 28, 2016",7:30 PM,Boston Celtics,112,Miami Heat,104,
256,"Mon, Nov 28, 2016",8:00 PM,Utah Jazz,112,Minnesota Timberwolves,103,
257,"Mon, Nov 28, 2016",7:30 PM,Oklahoma City Thunder,112,New York Knicks,103,
258,"Mon, Nov 28, 2016",7:30 PM,Philadelphia 76ers,95,Toronto Raptors,122,
259,"Mon, Nov 28, 2016",7:00 PM,Sacramento Kings,95,Washington Wizards,101,OT
260,"Tue, Nov 29, 2016",7:30 PM,Los Angeles Clippers,122,Brooklyn Nets,127,2OT
261,"Tue, Nov 29, 2016",7:00 PM,Detroit Pistons,112,Charlotte Hornets,89,
262,"Tue, Nov 29, 2016",8:00 PM,Cleveland Cavaliers,101,Milwaukee Bucks,118,
263,"Tue, Nov 29, 2016",8:00 PM,Los Angeles Lakers,88,New Orleans Pelicans,105,
264,"Tue, Nov 29, 2016",8:30 PM,Orlando Magic,95,San Antonio Spurs,83,
265,"Tue, Nov 29, 2016",9:00 PM,Houston Rockets,101,Utah Jazz,120,
266,"Wed, Nov 30, 2016",7:30 PM,Detroit Pistons,121,Boston Celtics,114,
267,"Wed, Nov 30, 2016",8:00 PM,Los Angeles Lakers,96,Chicago Bulls,90,
268,"Wed, Nov 30, 2016",8:30 PM,San Antonio Spurs,94,Dallas Mavericks,87,
269,"Wed, Nov 30, 2016",9:00 PM,Miami Heat,106,Denver Nuggets,98,
270,"Wed, Nov 30, 2016",8:00 PM,New York Knicks,106,Minnesota Timberwolves,104,
271,"Wed, Nov 30, 2016",8:00 PM,Washington Wizards,115,Oklahoma City Thunder,126,OT
272,"Wed, Nov 30, 2016",9:00 PM,Atlanta Hawks,107,Phoenix Suns,109,
273,"Wed, Nov 30, 2016",10:00 PM,Indiana Pacers,109,Portland Trail Blazers,131,
274,"Wed, Nov 30, 2016",7:30 PM,Memphis Grizzlies,105,Toronto Raptors,120,
275,"Thu, Dec 1, 2016",7:30 PM,Milwaukee Bucks,111,Brooklyn Nets,93,
276,"Thu, Dec 1, 2016",7:00 PM,Dallas Mavericks,87,Charlotte Hornets,97,
277,"Thu, Dec 1, 2016",8:00 PM,Los Angeles Clippers,113,Cleveland Cavaliers,94,
278,"Thu, Dec 1, 2016",10:30 PM,Houston Rockets,132,Golden State Warriors,127,2OT
279,"Thu, Dec 1, 2016",8:00 PM,Orlando Magic,94,Memphis Grizzlies,95,
280,"Thu, Dec 1, 2016",9:00 PM,Miami Heat,111,Utah Jazz,110,
281,"Fri, Dec 2, 2016",8:00 PM,Detroit Pistons,121,Atlanta Hawks,85,
282,"Fri, Dec 2, 2016",7:30 PM,Sacramento Kings,92,Boston Celtics,97,
283,"Fri, Dec 2, 2016",8:00 PM,Cleveland Cavaliers,105,Chicago Bulls,111,
284,"Fri, Dec 2, 2016",10:30 PM,Houston Rockets,128,Denver Nuggets,110,
285,"Fri, Dec 2, 2016",8:00 PM,Los Angeles Clippers,114,New Orleans Pelicans,96,
286,"Fri, Dec 2, 2016",7:30 PM,Minnesota Timberwolves,114,New York Knicks,118,
287,"Fri, Dec 2, 2016",7:00 PM,Orlando Magic,105,Philadelphia 76ers,88,
288,"Fri, Dec 2, 2016",8:30 PM,Washington Wizards,105,San Antonio Spurs,107,
289,"Fri, Dec 2, 2016",7:30 PM,Los Angeles Lakers,80,Toronto Raptors,113,
290,"Sat, Dec 3, 2016",7:00 PM,Minnesota Timberwolves,125,Charlotte Hornets,120,OT
291,"Sat, Dec 3, 2016",8:30 PM,Chicago Bulls,82,Dallas Mavericks,107,
292,"Sat, Dec 3, 2016",10:30 PM,Phoenix Suns,109,Golden State Warriors,138,
293,"Sat, Dec 3, 2016",8:00 PM,Los Angeles Lakers,100,Memphis Grizzlies,103,
294,"Sat, Dec 3, 2016",5:00 PM,Brooklyn Nets,103,Milwaukee Bucks,112,
295,"Sat, Dec 3, 2016",7:30 PM,Boston Celtics,107,Philadelphia 76ers,106,
296,"Sat, Dec 3, 2016",10:00 PM,Miami Heat,92,Portland Trail Blazers,99,
297,"Sat, Dec 3, 2016",7:30 PM,Atlanta Hawks,84,Toronto Raptors,128,
298,"Sat, Dec 3, 2016",9:00 PM,Denver Nuggets,98,Utah Jazz,105,
299,"Sun, Dec 4, 2016",6:00 PM,Orlando Magic,98,Detroit Pistons,92,
300,"Sun, Dec 4, 2016",9:30 PM,Indiana Pacers,111,Los Angeles Clippers,102,
301,"Sun, Dec 4, 2016",7:30 PM,Sacramento Kings,98,New York Knicks,106,
302,"Sun, Dec 4, 2016",7:00 PM,New Orleans Pelicans,92,Oklahoma City Thunder,101,
303,"Mon, Dec 5, 2016",7:30 PM,Oklahoma City Thunder,102,Atlanta Hawks,99,
304,"Mon, Dec 5, 2016",7:30 PM,Washington Wizards,118,Brooklyn Nets,113,
305,"Mon, Dec 5, 2016",8:00 PM,Portland Trail Blazers,112,Chicago Bulls,110,
306,"Mon, Dec 5, 2016",8:30 PM,Charlotte Hornets,109,Dallas Mavericks,101,
307,"Mon, Dec 5, 2016",10:30 PM,Indiana Pacers,106,Golden State Warriors,142,
308,"Mon, Dec 5, 2016",8:00 PM,Boston Celtics,106,Houston Rockets,107,
309,"Mon, Dec 5, 2016",10:30 PM,Utah Jazz,107,Los Angeles Lakers,101,
310,"Mon, Dec 5, 2016",8:00 PM,San Antonio Spurs,97,Milwaukee Bucks,96,
311,"Mon, Dec 5, 2016",8:00 PM,Memphis Grizzlies,110,New Orleans Pelicans,108,2OT
312,"Mon, Dec 5, 2016",7:00 PM,Denver Nuggets,106,Philadelphia 76ers,98,
313,"Mon, Dec 5, 2016",7:30 PM,Cleveland Cavaliers,116,Toronto Raptors,112,
314,"Tue, Dec 6, 2016",7:30 PM,Chicago Bulls,91,Detroit Pistons,102,
315,"Tue, Dec 6, 2016",8:00 PM,Philadelphia 76ers,91,Memphis Grizzlies,96,
316,"Tue, Dec 6, 2016",7:30 PM,New York Knicks,114,Miami Heat,103,
317,"Tue, Dec 6, 2016",8:00 PM,San Antonio Spurs,105,Minnesota Timberwolves,91,
318,"Tue, Dec 6, 2016",9:00 PM,Phoenix Suns,105,Utah Jazz,112,
319,"Tue, Dec 6, 2016",7:00 PM,Orlando Magic,124,Washington Wizards,116,
320,"Wed, Dec 7, 2016",7:30 PM,Miami Heat,95,Atlanta Hawks,103,
321,"Wed, Dec 7, 2016",7:30 PM,Denver Nuggets,111,Brooklyn Nets,116,
322,"Wed, Dec 7, 2016",7:00 PM,Detroit Pistons,77,Charlotte Hornets,87,
323,"Wed, Dec 7, 2016",8:30 PM,Sacramento Kings,120,Dallas Mavericks,89,
324,"Wed, Dec 7, 2016",8:00 PM,Los Angeles Lakers,95,Houston Rockets,134,
325,"Wed, Dec 7, 2016",10:30 PM,Golden State Warriors,115,Los Angeles Clippers,98,
326,"Wed, Dec 7, 2016",8:00 PM,Portland Trail Blazers,107,Milwaukee Bucks,115,
327,"Wed, Dec 7, 2016",8:00 PM,Cleveland Cavaliers,126,New York Knicks,94,
328,"Wed, Dec 7, 2016",7:00 PM,Boston Celtics,117,Orlando Magic,87,
329,"Wed, Dec 7, 2016",9:00 PM,Indiana Pacers,109,Phoenix Suns,94,
330,"Thu, Dec 8, 2016",9:30 PM,San Antonio Spurs,91,Chicago Bulls,95,
331,"Thu, Dec 8, 2016",8:00 PM,Portland Trail Blazers,86,Memphis Grizzlies,88,
332,"Thu, Dec 8, 2016",8:00 PM,Philadelphia 76ers,99,New Orleans Pelicans,88,
333,"Thu, Dec 8, 2016",7:00 PM,Minnesota Timberwolves,110,Toronto Raptors,124,
334,"Thu, Dec 8, 2016",9:00 PM,Golden State Warriors,106,Utah Jazz,99,
335,"Thu, Dec 8, 2016",7:00 PM,Denver Nuggets,85,Washington Wizards,92,
336,"Fri, Dec 9, 2016",7:30 PM,Toronto Raptors,101,Boston Celtics,94,
337,"Fri, Dec 9, 2016",7:00 PM,Orlando Magic,88,Charlotte Hornets,109,
338,"Fri, Dec 9, 2016",7:30 PM,Miami Heat,84,Cleveland Cavaliers,114,
339,"Fri, Dec 9, 2016",8:30 PM,Indiana Pacers,103,Dallas Mavericks,111,
340,"Fri, Dec 9, 2016",10:30 PM,Phoenix Suns,119,Los Angeles Lakers,115,
341,"Fri, Dec 9, 2016",8:00 PM,Atlanta Hawks,114,Milwaukee Bucks,110,
342,"Fri, Dec 9, 2016",8:00 PM,Detroit Pistons,117,Minnesota Timberwolves,90,
343,"Fri, Dec 9, 2016",8:00 PM,Houston Rockets,102,Oklahoma City Thunder,99,
344,"Fri, Dec 9, 2016",10:30 PM,New York Knicks,103,Sacramento Kings,100,
345,"Sat, Dec 10, 2016",8:00 PM,Miami Heat,100,Chicago Bulls,105,
346,"Sat, Dec 10, 2016",7:30 PM,Charlotte Hornets,105,Cleveland Cavaliers,116,
347,"Sat, Dec 10, 2016",8:00 PM,Dallas Mavericks,87,Houston Rockets,109,
348,"Sat, Dec 10, 2016",7:00 PM,Portland Trail Blazers,111,Indiana Pacers,118,
349,"Sat, Dec 10, 2016",10:30 PM,New Orleans Pelicans,105,Los Angeles Clippers,133,
350,"Sat, Dec 10, 2016",8:00 PM,Golden State Warriors,89,Memphis Grizzlies,110,
351,"Sat, Dec 10, 2016",7:00 PM,Denver Nuggets,121,Orlando Magic,113,
352,"Sat, Dec 10, 2016",8:30 PM,Brooklyn Nets,101,San Antonio Spurs,130,
353,"Sat, Dec 10, 2016",9:00 PM,Sacramento Kings,84,Utah Jazz,104,
354,"Sat, Dec 10, 2016",7:00 PM,Milwaukee Bucks,105,Washington Wizards,110,
355,"Sun, Dec 11, 2016",6:00 PM,Philadelphia 76ers,97,Detroit Pistons,79,
356,"Sun, Dec 11, 2016",9:30 PM,New York Knicks,118,Los Angeles Lakers,112,
357,"Sun, Dec 11, 2016",7:00 PM,Golden State Warriors,116,Minnesota Timberwolves,108,
358,"Sun, Dec 11, 2016",7:00 PM,Boston Celtics,96,Oklahoma City Thunder,99,
359,"Sun, Dec 11, 2016",8:30 PM,New Orleans Pelicans,120,Phoenix Suns,119,OT
360,"Mon, Dec 12, 2016",8:30 PM,Denver Nuggets,92,Dallas Mavericks,112,
361,"Mon, Dec 12, 2016",8:00 PM,Brooklyn Nets,118,Houston Rockets,122,
362,"Mon, Dec 12, 2016",7:00 PM,Charlotte Hornets,94,Indiana Pacers,110,
363,"Mon, Dec 12, 2016",10:30 PM,Portland Trail Blazers,120,Los Angeles Clippers,121,
364,"Mon, Dec 12, 2016",7:30 PM,Washington Wizards,101,Miami Heat,112,
365,"Mon, Dec 12, 2016",10:30 PM,Los Angeles Lakers,92,Sacramento Kings,116,
366,"Mon, Dec 12, 2016",7:30 PM,Milwaukee Bucks,100,Toronto Raptors,122,
367,"Tue, Dec 13, 2016",7:30 PM,Orlando Magic,131,Atlanta Hawks,120,
368,"Tue, Dec 13, 2016",8:00 PM,Minnesota Timberwolves,99,Chicago Bulls,94,
369,"Tue, Dec 13, 2016",7:00 PM,Memphis Grizzlies,86,Cleveland Cavaliers,103,
370,"Tue, Dec 13, 2016",8:00 PM,Golden State Warriors,113,New Orleans Pelicans,109,
371,"Tue, Dec 13, 2016",9:00 PM,New York Knicks,111,Phoenix Suns,113,OT
372,"Tue, Dec 13, 2016",10:30 PM,Oklahoma City Thunder,95,Portland Trail Blazers,114,
373,"Wed, Dec 14, 2016",7:30 PM,Los Angeles Lakers,97,Brooklyn Nets,107,
374,"Wed, Dec 14, 2016",8:30 PM,Detroit Pistons,95,Dallas Mavericks,85,
375,"Wed, Dec 14, 2016",8:00 PM,Sacramento Kings,98,Houston Rockets,132,
376,"Wed, Dec 14, 2016",8:00 PM,Cleveland Cavaliers,85,Memphis Grizzlies,93,
377,"Wed, Dec 14, 2016",7:00 PM,Indiana Pacers,89,Miami Heat,95,
378,"Wed, Dec 14, 2016",7:00 PM,Los Angeles Clippers,113,Orlando Magic,108,
379,"Wed, Dec 14, 2016",7:00 PM,Toronto Raptors,123,Philadelphia 76ers,114,
380,"Wed, Dec 14, 2016",9:30 PM,Boston Celtics,101,San Antonio Spurs,108,
381,"Wed, Dec 14, 2016",9:00 PM,Oklahoma City Thunder,89,Utah Jazz,109,
382,"Wed, Dec 14, 2016",7:00 PM,Charlotte Hornets,106,Washington Wizards,109,
383,"Thu, Dec 15, 2016",9:00 PM,Portland Trail Blazers,120,Denver Nuggets,132,
384,"Thu, Dec 15, 2016",10:30 PM,New York Knicks,90,Golden State Warriors,103,
385,"Thu, Dec 15, 2016",8:00 PM,Chicago Bulls,97,Milwaukee Bucks,108,
386,"Thu, Dec 15, 2016",8:00 PM,Indiana Pacers,95,New Orleans Pelicans,102,
387,"Thu, Dec 15, 2016",9:00 PM,San Antonio Spurs,107,Phoenix Suns,92,
388,"Fri, Dec 16, 2016",7:30 PM,Charlotte Hornets,88,Boston Celtics,96,
389,"Fri, Dec 16, 2016",8:00 PM,Milwaukee Bucks,95,Chicago Bulls,69,
390,"Fri, Dec 16, 2016",8:00 PM,New Orleans Pelicans,100,Houston Rockets,122,
391,"Fri, Dec 16, 2016",8:00 PM,Sacramento Kings,96,Memphis Grizzlies,92,
392,"Fri, Dec 16, 2016",8:00 PM,Los Angeles Clippers,102,Miami Heat,98,
393,"Fri, Dec 16, 2016",7:00 PM,Brooklyn Nets,111,Orlando Magic,118,
394,"Fri, Dec 16, 2016",8:00 PM,Los Angeles Lakers,100,Philadelphia 76ers,89,
395,"Fri, Dec 16, 2016",7:30 PM,Atlanta Hawks,125,Toronto Raptors,121,
396,"Fri, Dec 16, 2016",10:30 PM,Dallas Mavericks,100,Utah Jazz,103,
397,"Fri, Dec 16, 2016",7:00 PM,Detroit Pistons,108,Washington Wizards,122,
398,"Sat, Dec 17, 2016",7:30 PM,Charlotte Hornets,107,Atlanta Hawks,99,
399,"Sat, Dec 17, 2016",7:30 PM,Los Angeles Lakers,108,Cleveland Cavaliers,119,
400,"Sat, Dec 17, 2016",9:00 PM,New York Knicks,114,Denver Nuggets,127,
401,"Sat, Dec 17, 2016",7:00 PM,Indiana Pacers,105,Detroit Pistons,90,
402,"Sat, Dec 17, 2016",10:30 PM,Portland Trail Blazers,90,Golden State Warriors,135,
403,"Sat, Dec 17, 2016",8:00 PM,Houston Rockets,111,Minnesota Timberwolves,109,OT
404,"Sat, Dec 17, 2016",5:00 PM,Phoenix Suns,101,Oklahoma City Thunder,114,
405,"Sun, Dec 18, 2016",4:00 PM,Sacramento Kings,79,Dallas Mavericks,99,
406,"Sun, Dec 18, 2016",6:00 PM,Utah Jazz,82,Memphis Grizzlies,73,
407,"Sun, Dec 18, 2016",6:00 PM,Boston Celtics,105,Miami Heat,95,
408,"Sun, Dec 18, 2016",6:00 PM,Toronto Raptors,109,Orlando Magic,79,
409,"Sun, Dec 18, 2016",6:00 PM,Brooklyn Nets,107,Philadelphia 76ers,108,
410,"Sun, Dec 18, 2016",7:00 PM,New Orleans Pelicans,100,San Antonio Spurs,113,
411,"Sun, Dec 18, 2016",3:30 PM,Los Angeles Clippers,110,Washington Wizards,117,
412,"Mon, Dec 19, 2016",8:00 PM,Detroit Pistons,82,Chicago Bulls,113,
413,"Mon, Dec 19, 2016",9:00 PM,Dallas Mavericks,107,Denver Nuggets,117,
414,"Mon, Dec 19, 2016",7:00 PM,Washington Wizards,105,Indiana Pacers,107,
415,"Mon, Dec 19, 2016",8:00 PM,Phoenix Suns,108,Minnesota Timberwolves,115,
416,"Mon, Dec 19, 2016",8:00 PM,Atlanta Hawks,110,Oklahoma City Thunder,108,
417,"Tue, Dec 20, 2016",7:00 PM,Los Angeles Lakers,113,Charlotte Hornets,117,
418,"Tue, Dec 20, 2016",10:30 PM,Utah Jazz,74,Golden State Warriors,104,
419,"Tue, Dec 20, 2016",8:00 PM,San Antonio Spurs,102,Houston Rockets,100,
420,"Tue, Dec 20, 2016",10:30 PM,Denver Nuggets,102,Los Angeles Clippers,119,
421,"Tue, Dec 20, 2016",8:00 PM,Boston Celtics,112,Memphis Grizzlies,109,OT
422,"Tue, Dec 20, 2016",7:30 PM,Orlando Magic,136,Miami Heat,130,2OT
423,"Tue, Dec 20, 2016",8:00 PM,Cleveland Cavaliers,114,Milwaukee Bucks,108,OT
424,"Tue, Dec 20, 2016",7:30 PM,Indiana Pacers,111,New York Knicks,118,
425,"Tue, Dec 20, 2016",7:00 PM,New Orleans Pelicans,108,Philadelphia 76ers,93,
426,"Tue, Dec 20, 2016",10:30 PM,Portland Trail Blazers,121,Sacramento Kings,126,
427,"Tue, Dec 20, 2016",7:30 PM,Brooklyn Nets,104,Toronto Raptors,116,
428,"Wed, Dec 21, 2016",7:30 PM,Minnesota Timberwolves,92,Atlanta Hawks,84,
429,"Wed, Dec 21, 2016",8:00 PM,Washington Wizards,107,Chicago Bulls,97,
430,"Wed, Dec 21, 2016",7:00 PM,Milwaukee Bucks,102,Cleveland Cavaliers,113,
431,"Wed, Dec 21, 2016",7:30 PM,Memphis Grizzlies,98,Detroit Pistons,86,
432,"Wed, Dec 21, 2016",8:00 PM,Oklahoma City Thunder,121,New Orleans Pelicans,110,
433,"Wed, Dec 21, 2016",9:00 PM,Houston Rockets,125,Phoenix Suns,111,
434,"Wed, Dec 21, 2016",10:00 PM,Dallas Mavericks,96,Portland Trail Blazers,95,
435,"Wed, Dec 21, 2016",9:00 PM,Sacramento Kings,94,Utah Jazz,93,
436,"Thu, Dec 22, 2016",7:30 PM,Golden State Warriors,117,Brooklyn Nets,101,
437,"Thu, Dec 22, 2016",7:00 PM,Boston Celtics,109,Indiana Pacers,102,
438,"Thu, Dec 22, 2016",10:30 PM,San Antonio Spurs,101,Los Angeles Clippers,106,
439,"Thu, Dec 22, 2016",8:00 PM,Los Angeles Lakers,107,Miami Heat,115,
440,"Thu, Dec 22, 2016",7:30 PM,Orlando Magic,95,New York Knicks,106,
441,"Fri, Dec 23, 2016",7:30 PM,Oklahoma City Thunder,117,Boston Celtics,112,
442,"Fri, Dec 23, 2016",7:00 PM,Chicago Bulls,91,Charlotte Hornets,103,
443,"Fri, Dec 23, 2016",7:30 PM,Brooklyn Nets,99,Cleveland Cavaliers,119,
444,"Fri, Dec 23, 2016",9:00 PM,Atlanta Hawks,109,Denver Nuggets,108,
445,"Fri, Dec 23, 2016",7:30 PM,Golden State Warriors,119,Detroit Pistons,113,
446,"Fri, Dec 23, 2016",10:30 PM,Dallas Mavericks,90,Los Angeles Clippers,88,
447,"Fri, Dec 23, 2016",8:00 PM,Houston Rockets,109,Memphis Grizzlies,115,
448,"Fri, Dec 23, 2016",8:00 PM,Washington Wizards,96,Milwaukee Bucks,123,
449,"Fri, Dec 23, 2016",8:00 PM,Sacramento Kings,109,Minnesota Timberwolves,105,
450,"Fri, Dec 23, 2016",8:00 PM,Miami Heat,87,New Orleans Pelicans,91,
451,"Fri, Dec 23, 2016",7:00 PM,Los Angeles Lakers,90,Orlando Magic,109,
452,"Fri, Dec 23, 2016",9:00 PM,Philadelphia 76ers,116,Phoenix Suns,123,
453,"Fri, Dec 23, 2016",10:00 PM,San Antonio Spurs,110,Portland Trail Blazers,90,
454,"Fri, Dec 23, 2016",9:00 PM,Toronto Raptors,104,Utah Jazz,98,
455,"Sun, Dec 25, 2016",2:30 PM,Golden State Warriors,108,Cleveland Cavaliers,109,
456,"Sun, Dec 25, 2016",10:30 PM,Los Angeles Clippers,102,Los Angeles Lakers,111,
457,"Sun, Dec 25, 2016",12:00 PM,Boston Celtics,119,New York Knicks,114,
458,"Sun, Dec 25, 2016",8:00 PM,Minnesota Timberwolves,100,Oklahoma City Thunder,112,
459,"Sun, Dec 25, 2016",5:00 PM,Chicago Bulls,100,San Antonio Spurs,119,
460,"Mon, Dec 26, 2016",7:30 PM,Charlotte Hornets,118,Brooklyn Nets,120,
461,"Mon, Dec 26, 2016",8:00 PM,Indiana Pacers,85,Chicago Bulls,90,
462,"Mon, Dec 26, 2016",7:30 PM,Cleveland Cavaliers,90,Detroit Pistons,106,
463,"Mon, Dec 26, 2016",8:00 PM,Phoenix Suns,115,Houston Rockets,131,
464,"Mon, Dec 26, 2016",10:30 PM,Denver Nuggets,106,Los Angeles Clippers,102,
465,"Mon, Dec 26, 2016",8:00 PM,Atlanta Hawks,90,Minnesota Timberwolves,104,
466,"Mon, Dec 26, 2016",8:00 PM,Dallas Mavericks,104,New Orleans Pelicans,111,
467,"Mon, Dec 26, 2016",7:00 PM,Memphis Grizzlies,102,Orlando Magic,112,
468,"Mon, Dec 26, 2016",10:00 PM,Toronto Raptors,95,Portland Trail Blazers,91,
469,"Mon, Dec 26, 2016",10:30 PM,Philadelphia 76ers,100,Sacramento Kings,102,
470,"Mon, Dec 26, 2016",7:00 PM,Milwaukee Bucks,102,Washington Wizards,107,
471,"Tue, Dec 27, 2016",7:30 PM,Memphis Grizzlies,103,Boston Celtics,113,
472,"Tue, Dec 27, 2016",8:30 PM,Houston Rockets,123,Dallas Mavericks,107,
473,"Tue, Dec 27, 2016",10:30 PM,Utah Jazz,102,Los Angeles Lakers,100,
474,"Tue, Dec 27, 2016",7:30 PM,Oklahoma City Thunder,106,Miami Heat,94,
475,"Wed, Dec 28, 2016",7:30 PM,New York Knicks,98,Atlanta Hawks,102,OT
476,"Wed, Dec 28, 2016",8:00 PM,Brooklyn Nets,99,Chicago Bulls,101,
477,"Wed, Dec 28, 2016",9:00 PM,Minnesota Timberwolves,103,Denver Nuggets,105,
478,"Wed, Dec 28, 2016",7:30 PM,Milwaukee Bucks,119,Detroit Pistons,94,
479,"Wed, Dec 28, 2016",10:30 PM,Toronto Raptors,111,Golden State Warriors,121,
480,"Wed, Dec 28, 2016",8:00 PM,Los Angeles Clippers,98,New Orleans Pelicans,102,
481,"Wed, Dec 28, 2016",7:00 PM,Charlotte Hornets,120,Orlando Magic,101,
482,"Wed, Dec 28, 2016",10:00 PM,Sacramento Kings,89,Portland Trail Blazers,102,
483,"Wed, Dec 28, 2016",8:30 PM,Phoenix Suns,98,San Antonio Spurs,119,
484,"Wed, Dec 28, 2016",7:00 PM,Indiana Pacers,105,Washington Wizards,111,
485,"Thu, Dec 29, 2016",7:00 PM,Miami Heat,82,Charlotte Hornets,91,
486,"Thu, Dec 29, 2016",8:00 PM,Boston Celtics,118,Cleveland Cavaliers,124,
487,"Thu, Dec 29, 2016",10:30 PM,Dallas Mavericks,101,Los Angeles Lakers,89,
488,"Thu, Dec 29, 2016",8:00 PM,Oklahoma City Thunder,80,Memphis Grizzlies,114,
489,"Thu, Dec 29, 2016",9:00 PM,Toronto Raptors,91,Phoenix Suns,99,
490,"Thu, Dec 29, 2016",9:00 PM,Philadelphia 76ers,83,Utah Jazz,100,
491,"Fri, Dec 30, 2016",8:00 PM,Detroit Pistons,98,Atlanta Hawks,105,
492,"Fri, Dec 30, 2016",7:30 PM,Miami Heat,114,Boston Celtics,117,
