GAME_ID,Date,Start (ET),Visitor/Neutral,Visitor_PTS,Home/Neutral,Home_PTS,Notes
987,"Sun, Mar 12, 2017",6:00 PM,Miami Heat,98,Indiana Pacers,102,
988,"Sun, Mar 12, 2017",9:30 PM,Philadelphia 76ers,118,Los Angeles Lakers,116,
989,"Sun, Mar 12, 2017",9:00 PM,Portland Trail Blazers,110,Phoenix Suns,101,
990,"Mon, Mar 13, 2017",7:00 PM,Chicago Bulls,115,Charlotte Hornets,109,
991,"Mon, Mar 13, 2017",10:30 PM,Los Angeles Lakers,101,Denver Nuggets,129,
992,"Mon, Mar 13, 2017",8:00 PM,Milwaukee Bucks,93,Memphis Grizzlies,113,
993,"Mon, Mar 13, 2017",8:00 PM,Washington Wizards,104,Minnesota Timberwolves,119,
994,"Mon, Mar 13, 2017",10:30 PM,Orlando Magic,115,Sacramento Kings,120,
995,"Mon, Mar 13, 2017",8:00 PM,Atlanta Hawks,99,San Antonio Spurs,107,
996,"Mon, Mar 13, 2017",7:30 PM,Dallas Mavericks,78,Toronto Raptors,100,
997,"Mon, Mar 13, 2017",9:00 PM,Los Angeles Clippers,108,Utah Jazz,114,
998,"Tue, Mar 14, 2017",7:30 PM,Oklahoma City Thunder,122,Brooklyn Nets,104,
999,"Tue, Mar 14, 2017",7:00 PM,Detroit Pistons,96,Cleveland Cavaliers,128,
1000,"Tue, Mar 14, 2017",10:30 PM,Philadelphia 76ers,104,Golden State Warriors,106,
1001,"Tue, Mar 14, 2017",8:00 PM,Portland Trail Blazers,77,New Orleans Pelicans,100,
1002,"Tue, Mar 14, 2017",7:30 PM,Indiana Pacers,81,New York Knicks,87,
1003,"Wed, Mar 15, 2017",7:30 PM,Minnesota Timberwolves,104,Boston Celtics,117,
1004,"Wed, Mar 15, 2017",8:00 PM,Memphis Grizzlies,98,Chicago Bulls,91,
1005,"Wed, Mar 15, 2017",7:30 PM,Utah Jazz,97,Detroit Pistons,83,
1006,"Wed, Mar 15, 2017",8:00 PM,Los Angeles Lakers,100,Houston Rockets,139,
1007,"Wed, Mar 15, 2017",7:00 PM,Charlotte Hornets,77,Indiana Pacers,98,
1008,"Wed, Mar 15, 2017",10:30 PM,Milwaukee Bucks,97,Los Angeles Clippers,96,
1009,"Wed, Mar 15, 2017",7:30 PM,New Orleans Pelicans,112,Miami Heat,120,
1010,"Wed, Mar 15, 2017",10:00 PM,Sacramento Kings,107,Phoenix Suns,101,
1011,"Wed, Mar 15, 2017",8:00 PM,Portland Trail Blazers,110,San Antonio Spurs,106,
1012,"Wed, Mar 15, 2017",7:00 PM,Dallas Mavericks,112,Washington Wizards,107,
1013,"Thu, Mar 16, 2017",7:30 PM,Memphis Grizzlies,103,Atlanta Hawks,91,
1014,"Thu, Mar 16, 2017",7:00 PM,Utah Jazz,83,Cleveland Cavaliers,91,
1015,"Thu, Mar 16, 2017",9:00 PM,Los Angeles Clippers,114,Denver Nuggets,129,
1016,"Thu, Mar 16, 2017",10:30 PM,Orlando Magic,92,Golden State Warriors,122,
1017,"Thu, Mar 16, 2017",7:30 PM,Brooklyn Nets,121,New York Knicks,110,
1018,"Thu, Mar 16, 2017",7:00 PM,Oklahoma City Thunder,123,Toronto Raptors,102,
1019,"Fri, Mar 17, 2017",7:30 PM,Boston Celtics,98,Brooklyn Nets,95,
1020,"Fri, Mar 17, 2017",7:30 PM,Toronto Raptors,87,Detroit Pistons,75,
1021,"Fri, Mar 17, 2017",10:30 PM,Milwaukee Bucks,107,Los Angeles Lakers,103,
1022,"Fri, Mar 17, 2017",8:00 PM,Minnesota Timberwolves,105,Miami Heat,123,
1023,"Fri, Mar 17, 2017",8:00 PM,Houston Rockets,112,New Orleans Pelicans,128,
1024,"Fri, Mar 17, 2017",7:00 PM,Dallas Mavericks,74,Philadelphia 76ers,116,
1025,"Fri, Mar 17, 2017",10:00 PM,Orlando Magic,109,Phoenix Suns,103,
1026,"Fri, Mar 17, 2017",7:00 PM,Chicago Bulls,107,Washington Wizards,112,
1027,"Sat, Mar 18, 2017",6:00 PM,Portland Trail Blazers,113,Atlanta Hawks,97,
1028,"Sat, Mar 18, 2017",9:00 PM,Utah Jazz,86,Chicago Bulls,95,
1029,"Sat, Mar 18, 2017",7:00 PM,Washington Wizards,93,Charlotte Hornets,98,
1030,"Sat, Mar 18, 2017",9:30 PM,Houston Rockets,109,Denver Nuggets,105,
1031,"Sat, Mar 18, 2017",10:30 PM,Milwaukee Bucks,92,Golden State Warriors,117,
1032,"Sat, Mar 18, 2017",8:30 PM,Cleveland Cavaliers,78,Los Angeles Clippers,108,
1033,"Sat, Mar 18, 2017",9:00 PM,San Antonio Spurs,96,Memphis Grizzlies,104,
1034,"Sat, Mar 18, 2017",3:00 PM,Sacramento Kings,94,Oklahoma City Thunder,110,
1035,"Sun, Mar 19, 2017",12:00 PM,Dallas Mavericks,111,Brooklyn Nets,104,
1036,"Sun, Mar 19, 2017",4:30 PM,Phoenix Suns,95,Detroit Pistons,112,
1037,"Sun, Mar 19, 2017",9:30 PM,Cleveland Cavaliers,125,Los Angeles Lakers,120,
1038,"Sun, Mar 19, 2017",6:00 PM,Portland Trail Blazers,115,Miami Heat,104,
1039,"Sun, Mar 19, 2017",6:00 PM,Minnesota Timberwolves,109,New Orleans Pelicans,123,
1040,"Sun, Mar 19, 2017",1:00 PM,Boston Celtics,99,Philadelphia 76ers,105,
1041,"Sun, Mar 19, 2017",7:00 PM,Sacramento Kings,102,San Antonio Spurs,118,
1042,"Sun, Mar 19, 2017",6:00 PM,Indiana Pacers,91,Toronto Raptors,116,
1043,"Mon, Mar 20, 2017",7:30 PM,Washington Wizards,102,Boston Celtics,110,
1044,"Mon, Mar 20, 2017",7:00 PM,Atlanta Hawks,90,Charlotte Hornets,105,
1045,"Mon, Mar 20, 2017",8:00 PM,Denver Nuggets,124,Houston Rockets,125,
1046,"Mon, Mar 20, 2017",7:00 PM,Utah Jazz,100,Indiana Pacers,107,
1047,"Mon, Mar 20, 2017",10:30 PM,New York Knicks,105,Los Angeles Clippers,114,
1048,"Mon, Mar 20, 2017",8:00 PM,Golden State Warriors,111,Oklahoma City Thunder,95,
1049,"Mon, Mar 20, 2017",7:00 PM,Philadelphia 76ers,109,Orlando Magic,112,OT
1050,"Tue, Mar 21, 2017",7:30 PM,Detroit Pistons,96,Brooklyn Nets,98,
1051,"Tue, Mar 21, 2017",8:30 PM,Golden State Warriors,112,Dallas Mavericks,87,
1052,"Tue, Mar 21, 2017",10:30 PM,Los Angeles Clippers,133,Los Angeles Lakers,109,
1053,"Tue, Mar 21, 2017",7:30 PM,Phoenix Suns,97,Miami Heat,112,
1054,"Tue, Mar 21, 2017",9:30 PM,San Antonio Spurs,100,Minnesota Timberwolves,93,
1055,"Tue, Mar 21, 2017",8:00 PM,Memphis Grizzlies,82,New Orleans Pelicans,95,
1056,"Tue, Mar 21, 2017",10:00 PM,Milwaukee Bucks,93,Portland Trail Blazers,90,
1057,"Tue, Mar 21, 2017",7:00 PM,Chicago Bulls,120,Toronto Raptors,122,OT
1058,"Wed, Mar 22, 2017",7:30 PM,Indiana Pacers,100,Boston Celtics,109,
1059,"Wed, Mar 22, 2017",8:00 PM,Detroit Pistons,95,Chicago Bulls,117,
1060,"Wed, Mar 22, 2017",9:00 PM,Cleveland Cavaliers,113,Denver Nuggets,126,
1061,"Wed, Mar 22, 2017",8:00 PM,Philadelphia 76ers,97,Oklahoma City Thunder,122,
1062,"Wed, Mar 22, 2017",7:00 PM,Charlotte Hornets,109,Orlando Magic,102,
1063,"Wed, Mar 22, 2017",10:30 PM,Milwaukee Bucks,116,Sacramento Kings,98,
1064,"Wed, Mar 22, 2017",10:30 PM,New York Knicks,101,Utah Jazz,108,
1065,"Wed, Mar 22, 2017",8:00 PM,Atlanta Hawks,100,Washington Wizards,104,
1066,"Thu, Mar 23, 2017",7:30 PM,Phoenix Suns,98,Brooklyn Nets,126,
1067,"Thu, Mar 23, 2017",8:30 PM,Los Angeles Clippers,95,Dallas Mavericks,97,
1068,"Thu, Mar 23, 2017",7:30 PM,Toronto Raptors,101,Miami Heat,84,
1069,"Thu, Mar 23, 2017",10:00 PM,New York Knicks,95,Portland Trail Blazers,110,
1070,"Thu, Mar 23, 2017",8:30 PM,Memphis Grizzlies,90,San Antonio Spurs,97,
1071,"Fri, Mar 24, 2017",7:30 PM,Phoenix Suns,120,Boston Celtics,130,
1072,"Fri, Mar 24, 2017",8:00 PM,Philadelphia 76ers,117,Chicago Bulls,107,
1073,"Fri, Mar 24, 2017",7:00 PM,Cleveland Cavaliers,112,Charlotte Hornets,105,
1074,"Fri, Mar 24, 2017",10:30 PM,Sacramento Kings,100,Golden State Warriors,114,
1075,"Fri, Mar 24, 2017",8:00 PM,New Orleans Pelicans,107,Houston Rockets,117,
1076,"Fri, Mar 24, 2017",7:00 PM,Denver Nuggets,125,Indiana Pacers,117,
1077,"Fri, Mar 24, 2017",10:30 PM,Minnesota Timberwolves,119,Los Angeles Lakers,130,OT
1078,"Fri, Mar 24, 2017",8:00 PM,Atlanta Hawks,97,Milwaukee Bucks,100,
1079,"Fri, Mar 24, 2017",7:00 PM,Detroit Pistons,87,Orlando Magic,115,
1080,"Fri, Mar 24, 2017",7:00 PM,Brooklyn Nets,108,Washington Wizards,129,
1081,"Sat, Mar 25, 2017",7:30 PM,Washington Wizards,127,Cleveland Cavaliers,115,
1082,"Sat, Mar 25, 2017",8:30 PM,Toronto Raptors,94,Dallas Mavericks,86,
1083,"Sat, Mar 25, 2017",3:30 PM,Utah Jazz,95,Los Angeles Clippers,108,
1084,"Sat, Mar 25, 2017",10:00 PM,Minnesota Timberwolves,100,Portland Trail Blazers,112,
1085,"Sat, Mar 25, 2017",8:30 PM,New York Knicks,98,San Antonio Spurs,106,
1086,"Sun, Mar 26, 2017",1:00 PM,Brooklyn Nets,107,Atlanta Hawks,92,
1087,"Sun, Mar 26, 2017",6:00 PM,Miami Heat,108,Boston Celtics,112,
1088,"Sun, Mar 26, 2017",1:00 PM,Phoenix Suns,106,Charlotte Hornets,120,
1089,"Sun, Mar 26, 2017",8:00 PM,New Orleans Pelicans,115,Denver Nuggets,90,
1090,"Sun, Mar 26, 2017",8:00 PM,Memphis Grizzlies,94,Golden State Warriors,106,
1091,"Sun, Mar 26, 2017",3:30 PM,Oklahoma City Thunder,125,Houston Rockets,137,
1092,"Sun, Mar 26, 2017",6:00 PM,Philadelphia 76ers,94,Indiana Pacers,107,
1093,"Sun, Mar 26, 2017",3:30 PM,Sacramento Kings,98,Los Angeles Clippers,97,
1094,"Sun, Mar 26, 2017",9:30 PM,Portland Trail Blazers,97,Los Angeles Lakers,81,
1095,"Sun, Mar 26, 2017",3:30 PM,Chicago Bulls,109,Milwaukee Bucks,94,
1096,"Mon, Mar 27, 2017",8:30 PM,Oklahoma City Thunder,92,Dallas Mavericks,91,
1097,"Mon, Mar 27, 2017",7:30 PM,Detroit Pistons,95,New York Knicks,109,
1098,"Mon, Mar 27, 2017",10:30 PM,Memphis Grizzlies,90,Sacramento Kings,91,
1099,"Mon, Mar 27, 2017",8:00 PM,Cleveland Cavaliers,74,San Antonio Spurs,103,
1100,"Mon, Mar 27, 2017",7:30 PM,Orlando Magic,112,Toronto Raptors,131,
1101,"Mon, Mar 27, 2017",10:30 PM,New Orleans Pelicans,100,Utah Jazz,108,
1102,"Tue, Mar 28, 2017",7:30 PM,Phoenix Suns,91,Atlanta Hawks,95,
1103,"Tue, Mar 28, 2017",7:30 PM,Philadelphia 76ers,106,Brooklyn Nets,101,
1104,"Tue, Mar 28, 2017",7:00 PM,Milwaukee Bucks,118,Charlotte Hornets,108,
1105,"Tue, Mar 28, 2017",7:30 PM,Miami Heat,97,Detroit Pistons,96,
1106,"Tue, Mar 28, 2017",8:00 PM,Golden State Warriors,113,Houston Rockets,106,
1107,"Tue, Mar 28, 2017",7:00 PM,Minnesota Timberwolves,115,Indiana Pacers,114,
1108,"Tue, Mar 28, 2017",10:30 PM,Washington Wizards,119,Los Angeles Lakers,108,
1109,"Tue, Mar 28, 2017",10:00 PM,Denver Nuggets,113,Portland Trail Blazers,122,
1110,"Wed, Mar 29, 2017",7:30 PM,Milwaukee Bucks,103,Boston Celtics,100,
1111,"Wed, Mar 29, 2017",10:30 PM,Washington Wizards,124,Los Angeles Clippers,133,
1112,"Wed, Mar 29, 2017",8:00 PM,Indiana Pacers,97,Memphis Grizzlies,110,
1113,"Wed, Mar 29, 2017",8:00 PM,Dallas Mavericks,118,New Orleans Pelicans,121,
1114,"Wed, Mar 29, 2017",7:30 PM,Miami Heat,105,New York Knicks,88,
1115,"Wed, Mar 29, 2017",7:00 PM,Oklahoma City Thunder,114,Orlando Magic,106,OT
1116,"Wed, Mar 29, 2017",7:00 PM,Atlanta Hawks,99,Philadelphia 76ers,92,
1117,"Wed, Mar 29, 2017",10:30 PM,Utah Jazz,112,Sacramento Kings,82,
1118,"Wed, Mar 29, 2017",9:30 PM,Golden State Warriors,110,San Antonio Spurs,98,
1119,"Wed, Mar 29, 2017",7:30 PM,Charlotte Hornets,110,Toronto Raptors,106,
1120,"Thu, Mar 30, 2017",8:00 PM,Cleveland Cavaliers,93,Chicago Bulls,99,
1121,"Thu, Mar 30, 2017",7:30 PM,Brooklyn Nets,89,Detroit Pistons,90,
1122,"Thu, Mar 30, 2017",8:00 PM,Los Angeles Lakers,104,Minnesota Timberwolves,119,
1123,"Thu, Mar 30, 2017",10:00 PM,Los Angeles Clippers,124,Phoenix Suns,118,
1124,"Thu, Mar 30, 2017",10:30 PM,Houston Rockets,107,Portland Trail Blazers,117,
1125,"Fri, Mar 31, 2017",7:30 PM,Orlando Magic,116,Boston Celtics,117,
1126,"Fri, Mar 31, 2017",7:00 PM,Denver Nuggets,114,Charlotte Hornets,122,
1127,"Fri, Mar 31, 2017",7:30 PM,Philadelphia 76ers,105,Cleveland Cavaliers,122,
1128,"Fri, Mar 31, 2017",10:30 PM,Houston Rockets,98,Golden State Warriors,107,
1129,"Fri, Mar 31, 2017",8:00 PM,Dallas Mavericks,90,Memphis Grizzlies,99,
1130,"Fri, Mar 31, 2017",8:00 PM,New York Knicks,98,Miami Heat,94,
1131,"Fri, Mar 31, 2017",8:00 PM,Detroit Pistons,105,Milwaukee Bucks,108,OT
1132,"Fri, Mar 31, 2017",8:00 PM,Sacramento Kings,89,New Orleans Pelicans,117,
1133,"Fri, Mar 31, 2017",8:00 PM,San Antonio Spurs,100,Oklahoma City Thunder,95,
1134,"Fri, Mar 31, 2017",7:00 PM,Indiana Pacers,100,Toronto Raptors,111,
1135,"Fri, Mar 31, 2017",9:00 PM,Washington Wizards,88,Utah Jazz,95,
1136,"Sat, Apr 1, 2017",6:00 PM,Orlando Magic,111,Brooklyn Nets,121,
1137,"Sat, Apr 1, 2017",5:00 PM,Atlanta Hawks,104,Chicago Bulls,106,
1138,"Sat, Apr 1, 2017",3:30 PM,Los Angeles Lakers,104,Los Angeles Clippers,115,
1139,"Sat, Apr 1, 2017",8:00 PM,Sacramento Kings,123,Minnesota Timberwolves,117,
1140,"Sat, Apr 1, 2017",10:00 PM,Phoenix Suns,117,Portland Trail Blazers,130,
1141,"Sun, Apr 2, 2017",6:00 PM,Atlanta Hawks,82,Brooklyn Nets,91,
1142,"Sun, Apr 2, 2017",6:00 PM,Indiana Pacers,130,Cleveland Cavaliers,135,2OT
1143,"Sun, Apr 2, 2017",8:00 PM,Washington Wizards,115,Golden State Warriors,139,
1144,"Sun, Apr 2, 2017",3:30 PM,Memphis Grizzlies,103,Los Angeles Lakers,108,
1145,"Sun, Apr 2, 2017",6:00 PM,Denver Nuggets,116,Miami Heat,113,
1146,"Sun, Apr 2, 2017",3:30 PM,Dallas Mavericks,109,Milwaukee Bucks,105,
1147,"Sun, Apr 2, 2017",6:00 PM,Chicago Bulls,117,New Orleans Pelicans,110,
1148,"Sun, Apr 2, 2017",1:00 PM,Boston Celtics,110,New York Knicks,94,
1149,"Sun, Apr 2, 2017",3:00 PM,Charlotte Hornets,113,Oklahoma City Thunder,101,
1150,"Sun, Apr 2, 2017",9:00 PM,Houston Rockets,123,Phoenix Suns,116,
1151,"Sun, Apr 2, 2017",3:30 PM,Utah Jazz,103,San Antonio Spurs,109,
1152,"Sun, Apr 2, 2017",6:00 PM,Philadelphia 76ers,105,Toronto Raptors,113,
1153,"Mon, Apr 3, 2017",7:00 PM,Portland Trail Blazers,109,Minnesota Timberwolves,110,
1154,"Tue, Apr 4, 2017",7:00 PM,Orlando Magic,102,Cleveland Cavaliers,122,
1155,"Tue, Apr 4, 2017",10:30 PM,Minnesota Timberwolves,107,Golden State Warriors,121,
1156,"Tue, Apr 4, 2017",7:00 PM,Toronto Raptors,90,Indiana Pacers,108,
1157,"Tue, Apr 4, 2017",8:00 PM,Denver Nuggets,134,New Orleans Pelicans,131,
1158,"Tue, Apr 4, 2017",8:00 PM,Chicago Bulls,91,New York Knicks,100,
1159,"Tue, Apr 4, 2017",8:00 PM,Milwaukee Bucks,79,Oklahoma City Thunder,110,
1160,"Tue, Apr 4, 2017",7:00 PM,Brooklyn Nets,141,Philadelphia 76ers,118,
1161,"Tue, Apr 4, 2017",10:30 PM,Dallas Mavericks,87,Sacramento Kings,98,
1162,"Tue, Apr 4, 2017",8:30 PM,Memphis Grizzlies,89,San Antonio Spurs,95,OT
1163,"Tue, Apr 4, 2017",9:00 PM,Portland Trail Blazers,87,Utah Jazz,106,
1164,"Tue, Apr 4, 2017",7:00 PM,Charlotte Hornets,111,Washington Wizards,118,
1165,"Wed, Apr 5, 2017",8:00 PM,Cleveland Cavaliers,114,Boston Celtics,91,
1166,"Wed, Apr 5, 2017",7:00 PM,Miami Heat,112,Charlotte Hornets,99,
1167,"Wed, Apr 5, 2017",7:30 PM,Toronto Raptors,105,Detroit Pistons,102,
1168,"Wed, Apr 5, 2017",8:00 PM,Denver Nuggets,104,Houston Rockets,110,
1169,"Wed, Apr 5, 2017",10:30 PM,Dallas Mavericks,101,Los Angeles Clippers,112,
1170,"Wed, Apr 5, 2017",8:00 PM,Oklahoma City Thunder,103,Memphis Grizzlies,100,
1171,"Wed, Apr 5, 2017",10:00 PM,Golden State Warriors,120,Phoenix Suns,111,
1172,"Wed, Apr 5, 2017",8:30 PM,Los Angeles Lakers,102,San Antonio Spurs,95,
1173,"Thu, Apr 6, 2017",8:00 PM,Boston Celtics,116,Atlanta Hawks,123,
1174,"Thu, Apr 6, 2017",7:00 PM,Milwaukee Bucks,89,Indiana Pacers,104,
1175,"Thu, Apr 6, 2017",7:30 PM,Washington Wizards,106,New York Knicks,103,
1176,"Thu, Apr 6, 2017",7:00 PM,Brooklyn Nets,107,Orlando Magic,115,
1177,"Thu, Apr 6, 2017",7:00 PM,Chicago Bulls,102,Philadelphia 76ers,90,
1178,"Thu, Apr 6, 2017",10:30 PM,Minnesota Timberwolves,98,Portland Trail Blazers,105,
1179,"Fri, Apr 7, 2017",7:30 PM,Atlanta Hawks,114,Cleveland Cavaliers,100,
1180,"Fri, Apr 7, 2017",8:30 PM,San Antonio Spurs,102,Dallas Mavericks,89,
1181,"Fri, Apr 7, 2017",9:00 PM,New Orleans Pelicans,106,Denver Nuggets,122,
1182,"Fri, Apr 7, 2017",8:00 PM,Detroit Pistons,114,Houston Rockets,109,
1183,"Fri, Apr 7, 2017",10:30 PM,Sacramento Kings,94,Los Angeles Lakers,98,
1184,"Fri, Apr 7, 2017",8:00 PM,New York Knicks,88,Memphis Grizzlies,101,
1185,"Fri, Apr 7, 2017",10:00 PM,Oklahoma City Thunder,99,Phoenix Suns,120,
1186,"Fri, Apr 7, 2017",7:30 PM,Miami Heat,94,Toronto Raptors,96,
1187,"Fri, Apr 7, 2017",9:00 PM,Minnesota Timberwolves,113,Utah Jazz,120,
1188,"Sat, Apr 8, 2017",5:00 PM,Chicago Bulls,106,Brooklyn Nets,107,
1189,"Sat, Apr 8, 2017",6:00 PM,Boston Celtics,121,Charlotte Hornets,114,
1190,"Sat, Apr 8, 2017",10:30 PM,New Orleans Pelicans,101,Golden State Warriors,123,
1191,"Sat, Apr 8, 2017",6:00 PM,Indiana Pacers,127,Orlando Magic,112,
1192,"Sat, Apr 8, 2017",7:00 PM,Milwaukee Bucks,90,Philadelphia 76ers,82,
1193,"Sat, Apr 8, 2017",10:00 PM,Utah Jazz,86,Portland Trail Blazers,101,
1194,"Sat, Apr 8, 2017",8:30 PM,Los Angeles Clippers,98,San Antonio Spurs,87,
1195,"Sat, Apr 8, 2017",7:00 PM,Miami Heat,106,Washington Wizards,103,
1196,"Sun, Apr 9, 2017",3:30 PM,Cleveland Cavaliers,125,Atlanta Hawks,126,OT
1197,"Sun, Apr 9, 2017",5:00 PM,Oklahoma City Thunder,106,Denver Nuggets,105,
1198,"Sun, Apr 9, 2017",9:30 PM,Minnesota Timberwolves,109,Los Angeles Lakers,110,
1199,"Sun, Apr 9, 2017",6:00 PM,Detroit Pistons,103,Memphis Grizzlies,90,
1200,"Sun, Apr 9, 2017",12:00 PM,Toronto Raptors,110,New York Knicks,97,
1201,"Sun, Apr 9, 2017",6:00 PM,Dallas Mavericks,111,Phoenix Suns,124,
1202,"Sun, Apr 9, 2017",6:00 PM,Houston Rockets,135,Sacramento Kings,128,
1203,"Mon, Apr 10, 2017",7:30 PM,Brooklyn Nets,105,Boston Celtics,114,
1204,"Mon, Apr 10, 2017",8:00 PM,Orlando Magic,75,Chicago Bulls,122,
1205,"Mon, Apr 10, 2017",8:00 PM,Washington Wizards,105,Detroit Pistons,101,
1206,"Mon, Apr 10, 2017",10:30 PM,Utah Jazz,105,Golden State Warriors,99,
1207,"Mon, Apr 10, 2017",10:30 PM,Houston Rockets,96,Los Angeles Clippers,125,
1208,"Mon, Apr 10, 2017",7:30 PM,Cleveland Cavaliers,121,Miami Heat,124,OT
1209,"Mon, Apr 10, 2017",8:00 PM,Charlotte Hornets,79,Milwaukee Bucks,89,
1210,"Mon, Apr 10, 2017",7:00 PM,Indiana Pacers,120,Philadelphia 76ers,111,
1211,"Mon, Apr 10, 2017",10:00 PM,San Antonio Spurs,98,Portland Trail Blazers,99,
1212,"Tue, Apr 11, 2017",7:30 PM,Charlotte Hornets,76,Atlanta Hawks,103,
1213,"Tue, Apr 11, 2017",8:30 PM,Denver Nuggets,109,Dallas Mavericks,91,
1214,"Tue, Apr 11, 2017",10:30 PM,New Orleans Pelicans,96,Los Angeles Lakers,108,
1215,"Tue, Apr 11, 2017",8:00 PM,Oklahoma City Thunder,100,Minnesota Timberwolves,98,
1216,"Tue, Apr 11, 2017",10:30 PM,Phoenix Suns,104,Sacramento Kings,129,
1217,"Wed, Apr 12, 2017",8:00 PM,Milwaukee Bucks,94,Boston Celtics,112,
1218,"Wed, Apr 12, 2017",8:00 PM,Brooklyn Nets,73,Chicago Bulls,112,
1219,"Wed, Apr 12, 2017",8:00 PM,Toronto Raptors,98,Cleveland Cavaliers,83,
1220,"Wed, Apr 12, 2017",10:30 PM,Los Angeles Lakers,94,Golden State Warriors,109,
1221,"Wed, Apr 12, 2017",8:00 PM,Minnesota Timberwolves,118,Houston Rockets,123,
1222,"Wed, Apr 12, 2017",8:00 PM,Atlanta Hawks,86,Indiana Pacers,104,
1223,"Wed, Apr 12, 2017",10:30 PM,Sacramento Kings,95,Los Angeles Clippers,115,
1224,"Wed, Apr 12, 2017",8:00 PM,Dallas Mavericks,100,Memphis Grizzlies,93,
1225,"Wed, Apr 12, 2017",8:00 PM,Washington Wizards,102,Miami Heat,110,
1226,"Wed, Apr 12, 2017",8:00 PM,Philadelphia 76ers,113,New York Knicks,114,
1227,"Wed, Apr 12, 2017",8:00 PM,Denver Nuggets,111,Oklahoma City Thunder,105,
1228,"Wed, Apr 12, 2017",8:00 PM,Detroit Pistons,109,Orlando Magic,113,
1229,"Wed, Apr 12, 2017",10:30 PM,New Orleans Pelicans,103,Portland Trail Blazers,100,
1230,"Wed, Apr 12, 2017",9:00 PM,San Antonio Spurs,97,Utah Jazz,101,